"","Sensitivity","Specificity","X1.Spec","PPV","NPV","TP","FP","FN","TN","Cutoff","X.0.867..0.858..0.876.."
"4402",0.0248528449967299,0.999657326933154,0.000342673066845989,0.0184466019417476,0.999747294003512,38,2022,1491,5898646,0.0178,"0.867 (0.858, 0.876)"
"4403",0.0248528449967299,0.999664275299,0.000335724700999962,0.0188211986131748,0.999747295759552,38,1981,1491,5898687,0.0179,"0.867 (0.858, 0.876)"
"4404",0.0248528449967299,0.999671393137184,0.000328606862816216,0.0192210419828022,0.999747297558396,38,1939,1491,5898729,0.018,"0.867 (0.858, 0.876)"
"4405",0.0241988227599738,0.999679866754069,0.000320133245930831,0.0192107995846314,0.999747130258932,37,1889,1492,5898779,0.0181,"0.867 (0.858, 0.876)"
"4406",0.0241988227599738,0.999681392005109,0.000318607994891473,0.019300991131977,0.999747130644647,37,1880,1492,5898788,0.0182,"0.867 (0.858, 0.876)"
"4407",0.0241988227599738,0.999683256200823,0.000316743799176677,0.0194123819517314,0.999747131116075,37,1869,1492,5898799,0.0183,"0.867 (0.858, 0.876)"
"4408",0.0241988227599738,0.999686137230564,0.000313862769435569,0.0195870831127581,0.999747131844643,37,1852,1492,5898816,0.0184,"0.867 (0.858, 0.876)"
"4409",0.0241988227599738,0.999689696149656,0.000310303850343696,0.0198072805139186,0.999747132744632,37,1831,1492,5898837,0.0185,"0.867 (0.858, 0.876)"
"4410",0.0241988227599738,0.999690712983683,0.000309287016317494,0.0198711063372718,0.99974713300177,37,1825,1492,5898843,0.0186,"0.867 (0.858, 0.876)"
"4411",0.0241988227599738,0.999695119264463,0.000304880735537028,0.0201525054466231,0.999747134116031,37,1799,1492,5898869,0.0187,"0.867 (0.858, 0.876)"
"4412",0.0241988227599738,0.999700711851607,0.00029928814839264,0.0205213533000555,0.999747135530271,37,1766,1492,5898902,0.0188,"0.867 (0.858, 0.876)"
"4413",0.0241988227599738,0.999702914991997,0.000297085008002518,0.0206703910614525,0.999747136087392,37,1753,1492,5898915,0.0189,"0.867 (0.858, 0.876)"
"4414",0.0241988227599738,0.999705965494076,0.00029403450592369,0.0208803611738149,0.999747136858786,37,1735,1492,5898933,0.019,"0.867 (0.858, 0.876)"
"4415",0.0241988227599738,0.999707829689791,0.000292170310208895,0.0210107893242476,0.99974713733019,37,1724,1492,5898944,0.0191,"0.867 (0.858, 0.876)"
"4416",0.0241988227599738,0.999714947527975,0.000285052472025149,0.0215241419429901,0.999747139130084,37,1682,1492,5898986,0.0192,"0.867 (0.858, 0.876)"
"4417",0.0241988227599738,0.999717998030054,0.000282001969946433,0.0217519106407995,0.999747139901459,37,1664,1492,5899004,0.0193,"0.867 (0.858, 0.876)"
"4418",0.0241988227599738,0.999721726421483,0.000278273578516841,0.0220369267421084,0.999747140844245,37,1642,1492,5899026,0.0194,"0.867 (0.858, 0.876)"
"4419",0.0235448005232178,0.999726132702264,0.000273867297736485,0.0217917675544794,0.999746972525419,36,1616,1493,5899052,0.0195,"0.867 (0.858, 0.876)"
"4420",0.0228907782864617,0.99972935267668,0.00027064732332005,0.0214460784313725,0.999746803907761,35,1597,1494,5899071,0.0196,"0.867 (0.858, 0.876)"
"4421",0.0228907782864617,0.999731047400057,0.000268952599942973,0.0215782983970407,0.999746804336865,35,1587,1494,5899081,0.0197,"0.867 (0.858, 0.876)"
"4422",0.0228907782864617,0.999732742123434,0.000267257876565785,0.021712158808933,0.999746804765968,35,1577,1494,5899091,0.0198,"0.867 (0.858, 0.876)"
"4423",0.0228907782864617,0.999737148404215,0.000262851595785429,0.0220680958385876,0.999746805881628,35,1551,1494,5899117,0.0199,"0.867 (0.858, 0.876)"
"4424",0.0228907782864617,0.999740876795644,0.000259123204355838,0.0223785166240409,0.999746806825641,35,1529,1494,5899139,0.02,"0.867 (0.858, 0.876)"
"4425",0.0228907782864617,0.999743757825385,0.00025624217461484,0.0226244343891403,0.9997468075551,35,1512,1494,5899156,0.0201,"0.867 (0.858, 0.876)"
"4426",0.0228907782864617,0.999745113604087,0.00025488639591309,0.0227420402858999,0.999746807898373,35,1504,1494,5899164,0.0202,"0.867 (0.858, 0.876)"
"4427",0.0228907782864617,0.999747655689152,0.00025234431084753,0.0229658792650919,0.999746808542009,35,1489,1494,5899179,0.0203,"0.867 (0.858, 0.876)"
"4428",0.0228907782864617,0.99974935041253,0.000250649587470453,0.0231175693527081,0.999746808971097,35,1479,1494,5899189,0.0204,"0.867 (0.858, 0.876)"
"4429",0.0228907782864617,0.999750536718893,0.000249463281106532,0.0232249502322495,0.999746809271458,35,1472,1494,5899196,0.0205,"0.867 (0.858, 0.876)"
"4430",0.0228907782864617,0.999752400914608,0.000247599085391736,0.0233957219251337,0.999746809743453,35,1461,1494,5899207,0.0206,"0.867 (0.858, 0.876)"
"4431",0.0228907782864617,0.999753587220972,0.000246412779027705,0.0235057085292142,0.999746810043812,35,1454,1494,5899214,0.0207,"0.867 (0.858, 0.876)"
"4432",0.0222367560497057,0.999754942999674,0.000245057000326065,0.022972972972973,0.999746640959056,34,1446,1495,5899222,0.0208,"0.867 (0.858, 0.876)"
"4433",0.0222367560497057,0.999758671391104,0.000241328608896474,0.0233196159122085,0.999746641903667,34,1424,1495,5899244,0.0209,"0.867 (0.858, 0.876)"
"4434",0.0222367560497057,0.999762060837858,0.00023793916214232,0.023643949930459,0.999746642762397,34,1404,1495,5899264,0.021,"0.867 (0.858, 0.876)"
"4435",0.0222367560497057,0.999763755561235,0.000236244438765243,0.0238095238095238,0.99974664319176,34,1394,1495,5899274,0.0211,"0.867 (0.858, 0.876)"
"4436",0.0222367560497057,0.999766975535651,0.000233024464348808,0.0241305890702626,0.999746644007546,34,1375,1495,5899293,0.0212,"0.867 (0.858, 0.876)"
"4437",0.0222367560497057,0.999769178676041,0.000230821323958574,0.0243553008595989,0.999746644565712,34,1362,1495,5899306,0.0213,"0.867 (0.858, 0.876)"
"4438",0.0222367560497057,0.999771042871756,0.000228957128243779,0.0245487364620939,0.999746645038005,34,1351,1495,5899317,0.0214,"0.867 (0.858, 0.876)"
"4439",0.0222367560497057,0.999773076539809,0.000226923460191264,0.0247632920611799,0.999746645553231,34,1339,1495,5899329,0.0215,"0.867 (0.858, 0.876)"
"4440",0.0222367560497057,0.99977816070994,0.000221839290060033,0.0253164556962025,0.999746646841288,34,1309,1495,5899359,0.0216,"0.867 (0.858, 0.876)"
"4441",0.0222367560497057,0.999781550156694,0.000218449843305879,0.0256991685563114,0.999746647699985,34,1289,1495,5899379,0.0217,"0.867 (0.858, 0.876)"
"4442",0.0222367560497057,0.999785617492799,0.00021438250720085,0.0261739799846035,0.999746648730414,34,1265,1495,5899403,0.0218,"0.867 (0.858, 0.876)"
"4443",0.0222367560497057,0.999787990105527,0.000212009894473009,0.0264591439688716,0.999746649331493,34,1251,1495,5899417,0.0219,"0.867 (0.858, 0.876)"
"4444",0.0222367560497057,0.999791887969294,0.000208112030705698,0.0269413629160063,0.999746650318975,34,1228,1495,5899440,0.022,"0.867 (0.858, 0.876)"
"4445",0.0222367560497057,0.999794768999035,0.00020523100096459,0.0273092369477912,0.999746651048848,34,1211,1495,5899457,0.0221,"0.867 (0.858, 0.876)"
"4446",0.0215827338129496,0.999807479424363,0.000192520575636568,0.028229255774166,0.999746484849758,33,1136,1496,5899532,0.0222,"0.867 (0.858, 0.876)"
"4447",0.0215827338129496,0.999814088845534,0.000185911154465868,0.0292035398230088,0.999746486525233,33,1097,1496,5899571,0.0223,"0.867 (0.858, 0.876)"
"4448",0.0215827338129496,0.999819850905016,0.000180149094983872,0.0301094890510949,0.999746487985886,33,1063,1496,5899605,0.0224,"0.867 (0.858, 0.876)"
"4449",0.0209287115761936,0.99982103721138,0.000178962788619841,0.0294117647058824,0.999746318869894,32,1056,1497,5899612,0.0225,"0.867 (0.858, 0.876)"
"4450",0.0209287115761936,0.999821884573069,0.000178115426931358,0.0295475530932595,0.999746319084837,32,1051,1497,5899617,0.0226,"0.867 (0.858, 0.876)"
"4451",0.0209287115761936,0.99982476560281,0.000175234397190249,0.0300187617260788,0.999746319815642,32,1034,1497,5899634,0.0227,"0.867 (0.858, 0.876)"
"4452",0.0209287115761936,0.999828663466577,0.00017133653342305,0.0306807286673058,0.999746320804372,32,1011,1497,5899657,0.0228,"0.867 (0.858, 0.876)"
"4453",0.0209287115761936,0.99983510341541,0.000164896584590069,0.0318407960199005,0.999746322437908,32,973,1497,5899695,0.0229,"0.867 (0.858, 0.876)"
"4454",0.0209287115761936,0.999836120249436,0.000163879750563867,0.032032032032032,0.999746322695832,32,967,1497,5899701,0.023,"0.867 (0.858, 0.876)"
"4455",0.0209287115761936,0.999836459194112,0.000163540805888429,0.0320962888665998,0.999746322781807,32,965,1497,5899703,0.0231,"0.867 (0.858, 0.876)"
"4456",0.0209287115761936,0.999838153917489,0.000161846082511352,0.0324214792299899,0.99974632321168,32,955,1497,5899713,0.0232,"0.867 (0.858, 0.876)"
"4457",0.0209287115761936,0.999840187585541,0.000159812414458838,0.0328205128205128,0.999746323727526,32,943,1497,5899725,0.0233,"0.867 (0.858, 0.876)"
"4458",0.0202746893394375,0.99984103494723,0.000158965052770244,0.0319917440660475,0.999746154529193,31,938,1498,5899730,0.0234,"0.867 (0.858, 0.876)"
"4459",0.0202746893394375,0.999842051781256,0.000157948218744042,0.0321910695742471,0.999746154787287,31,932,1498,5899736,0.0235,"0.867 (0.858, 0.876)"
"4460",0.0202746893394375,0.999844254921646,0.000155745078353808,0.0326315789473684,0.999746155346489,31,919,1498,5899749,0.0236,"0.867 (0.858, 0.876)"
"4461",0.0202746893394375,0.999846458062036,0.000153541937963686,0.0330843116328709,0.999746155905688,31,906,1498,5899762,0.0237,"0.867 (0.858, 0.876)"
"4462",0.0202746893394375,0.999849000147102,0.000150999852898015,0.0336225596529284,0.999746156550915,31,891,1498,5899777,0.0238,"0.867 (0.858, 0.876)"
"4463",0.0202746893394375,0.999850186453466,0.000149813546534094,0.033879781420765,0.99974615685202,31,884,1498,5899784,0.0239,"0.867 (0.858, 0.876)"
"4464",0.0202746893394375,0.999851033815154,0.0001489661848455,0.0340659340659341,0.999746157067094,31,879,1498,5899789,0.024,"0.867 (0.858, 0.876)"
"4465",0.0202746893394375,0.999852559066194,0.000147440933806142,0.0344062153163152,0.999746157454227,31,870,1498,5899798,0.0241,"0.867 (0.858, 0.876)"
"4466",0.0202746893394375,0.999853914844895,0.000146085155104503,0.0347144456886898,0.999746157798344,31,862,1498,5899806,0.0242,"0.867 (0.858, 0.876)"
"4467",0.0202746893394375,0.99985510115126,0.000144898848740471,0.0349887133182844,0.999746158099446,31,855,1498,5899813,0.0243,"0.867 (0.858, 0.876)"
"4468",0.0202746893394375,0.999855948512948,0.000144051487051988,0.0351872871736663,0.999746158314518,31,850,1498,5899818,0.0244,"0.867 (0.858, 0.876)"
"4469",0.0202746893394375,0.999856117985286,0.000143882014714269,0.0352272727272727,0.999746158357533,31,849,1498,5899819,0.0245,"0.867 (0.858, 0.876)"
"4470",0.0202746893394375,0.999856795874637,0.000143204125363394,0.0353881278538813,0.99974615852959,31,845,1498,5899823,0.0246,"0.867 (0.858, 0.876)"
"4471",0.0202746893394375,0.999856965346974,0.000143034653025675,0.0354285714285714,0.999746158572605,31,844,1498,5899824,0.0247,"0.867 (0.858, 0.876)"
"4472",0.0202746893394375,0.999857473763987,0.00014252623601263,0.0355504587155963,0.999746158701648,31,841,1498,5899827,0.0248,"0.867 (0.858, 0.876)"
"4473",0.0202746893394375,0.999858151653338,0.000141848346661755,0.0357142857142857,0.999746158873705,31,837,1498,5899831,0.0249,"0.867 (0.858, 0.876)"
"4474",0.0202746893394375,0.999859168487364,0.000140831512635553,0.0359628770301624,0.99974615913179,31,831,1498,5899837,0.025,"0.867 (0.858, 0.876)"
"4475",0.0202746893394375,0.999859337959702,0.000140662040297834,0.0360046457607433,0.999746159174804,31,830,1498,5899838,0.0251,"0.867 (0.858, 0.876)"
"4476",0.0202746893394375,0.999859676904378,0.000140323095622397,0.0360884749708964,0.999746159260832,31,828,1498,5899840,0.0252,"0.867 (0.858, 0.876)"
"4477",0.0202746893394375,0.999860015849053,0.000139984150946959,0.0361726954492415,0.99974615934686,31,826,1498,5899842,0.0253,"0.867 (0.858, 0.876)"
"4478",0.0202746893394375,0.999861032683079,0.000138967316920757,0.036427732079906,0.999746159604944,31,820,1498,5899848,0.0254,"0.867 (0.858, 0.876)"
"4479",0.0202746893394375,0.99986171057243,0.000138289427569882,0.0365997638724911,0.999746159777,31,816,1498,5899852,0.0255,"0.867 (0.858, 0.876)"
"4480",0.0202746893394375,0.999862557934119,0.000137442065881399,0.0368171021377672,0.99974615999207,31,811,1498,5899857,0.0256,"0.867 (0.858, 0.876)"
"4481",0.0202746893394375,0.999863405295807,0.000136594704192805,0.037037037037037,0.999746160207139,31,806,1498,5899862,0.0257,"0.867 (0.858, 0.876)"
"4482",0.0202746893394375,0.999863744240483,0.000136255759517367,0.037125748502994,0.999746160293166,31,804,1498,5899864,0.0258,"0.867 (0.858, 0.876)"
"4483",0.0202746893394375,0.999864252657496,0.000135747342504322,0.0372596153846154,0.999746160422207,31,801,1498,5899867,0.0259,"0.867 (0.858, 0.876)"
"4484",0.0202746893394375,0.999864761074509,0.000135238925491166,0.037394451145959,0.999746160551248,31,798,1498,5899870,0.0261,"0.867 (0.858, 0.876)"
"4485",0.0202746893394375,0.999866455797886,0.000133544202114089,0.0378510378510378,0.999746160981384,31,788,1498,5899880,0.0262,"0.867 (0.858, 0.876)"
"4486",0.0202746893394375,0.999867133687237,0.000132866312763213,0.0380368098159509,0.999746161153438,31,784,1498,5899884,0.0263,"0.867 (0.858, 0.876)"
"4487",0.0202746893394375,0.99986764210425,0.000132357895750057,0.0381773399014778,0.999746161282479,31,781,1498,5899887,0.0264,"0.867 (0.858, 0.876)"
"4488",0.0202746893394375,0.999868658938276,0.000131341061723855,0.0384615384615385,0.999746161540559,31,775,1498,5899893,0.0265,"0.867 (0.858, 0.876)"
"4489",0.0202746893394375,0.999869167355289,0.000130832644710699,0.0386052303860523,0.999746161669599,31,772,1498,5899896,0.0266,"0.867 (0.858, 0.876)"
"4490",0.0202746893394375,0.999876624138148,0.000123375861851627,0.0408432147562582,0.999746163562169,31,728,1498,5899940,0.0267,"0.867 (0.858, 0.876)"
"4491",0.0202746893394375,0.999877132555162,0.00012286744483847,0.041005291005291,0.999746163691207,31,725,1498,5899943,0.0268,"0.867 (0.858, 0.876)"
"4492",0.0202746893394375,0.999877471499837,0.000122528500163033,0.0411140583554377,0.999746163777232,31,723,1498,5899945,0.0269,"0.867 (0.858, 0.876)"
"4493",0.0202746893394375,0.999878149389188,0.000121850610812158,0.0413333333333333,0.999746163949282,31,719,1498,5899949,0.027,"0.867 (0.858, 0.876)"
"4494",0.0202746893394375,0.999878318861526,0.000121681138474439,0.041388518024032,0.999746163992295,31,718,1498,5899950,0.0271,"0.867 (0.858, 0.876)"
"4495",0.0202746893394375,0.999878657806201,0.000121342193799112,0.0414993306559572,0.99974616407832,31,716,1498,5899952,0.0272,"0.867 (0.858, 0.876)"
"4496",0.0202746893394375,0.999879166223214,0.000120833776785956,0.0416666666666667,0.999746164207357,31,713,1498,5899955,0.0273,"0.867 (0.858, 0.876)"
"4497",0.0202746893394375,0.99988018305724,0.000119816942759754,0.0420054200542005,0.999746164465431,31,707,1498,5899961,0.0274,"0.867 (0.858, 0.876)"
"4498",0.0202746893394375,0.999880860946591,0.000119139053408879,0.0422343324250681,0.999746164637481,31,703,1498,5899965,0.0275,"0.867 (0.858, 0.876)"
"4499",0.0202746893394375,0.999881030418929,0.00011896958107116,0.0422919508867667,0.999746164680493,31,702,1498,5899966,0.0276,"0.867 (0.858, 0.876)"
"4500",0.0202746893394375,0.999881538835942,0.000118461164058004,0.0424657534246575,0.99974616480953,31,699,1498,5899969,0.0277,"0.867 (0.858, 0.876)"
"4501",0.0202746893394375,0.999882894614644,0.000117105385356364,0.0429362880886427,0.999746165153627,31,691,1498,5899977,0.0278,"0.867 (0.858, 0.876)"
"4502",0.0202746893394375,0.999884589338021,0.000115410661979287,0.0435393258426966,0.999746165583747,31,681,1498,5899987,0.0279,"0.867 (0.858, 0.876)"
"4503",0.0202746893394375,0.999884758810358,0.000115241189641568,0.0436005625879044,0.999746165626759,31,680,1498,5899988,0.028,"0.867 (0.858, 0.876)"
"4504",0.0189666448659254,0.999885097755034,0.000114902244966131,0.041018387553041,0.999745826901342,29,678,1500,5899990,0.0281,"0.867 (0.858, 0.876)"
"4505",0.0183126226291694,0.999885606172047,0.000114393827953085,0.0398293029871977,0.999745657625001,28,675,1501,5899993,0.0282,"0.867 (0.858, 0.876)"
"4506",0.0176586003924133,0.99988611458906,0.000113885410939929,0.0386266094420601,0.99974548834889,27,672,1502,5899996,0.0283,"0.867 (0.858, 0.876)"
"4507",0.0176586003924133,0.999886284061398,0.00011371593860221,0.0386819484240688,0.999745488392017,27,671,1502,5899997,0.0284,"0.867 (0.858, 0.876)"
"4508",0.0176586003924133,0.999887300895424,0.000112699104576008,0.0390173410404624,0.999745488650776,27,665,1502,5900003,0.0285,"0.867 (0.858, 0.876)"
"4509",0.0176586003924133,0.999890181925165,0.0001098180748349,0.04,0.999745489383925,27,648,1502,5900020,0.0286,"0.867 (0.858, 0.876)"
"4510",0.0176586003924133,0.999891537703867,0.00010846229613326,0.04047976011994,0.999745489728935,27,640,1502,5900028,0.0287,"0.867 (0.858, 0.876)"
"4511",0.0176586003924133,0.999891876648542,0.000108123351457823,0.0406015037593985,0.999745489815187,27,638,1502,5900030,0.0288,"0.867 (0.858, 0.876)"
"4512",0.0176586003924133,0.999892385065555,0.000107614934444666,0.040785498489426,0.999745489944565,27,635,1502,5900033,0.0289,"0.867 (0.858, 0.876)"
"4513",0.0176586003924133,0.999893232427244,0.000106767572756183,0.0410958904109589,0.999745490160195,27,630,1502,5900038,0.029,"0.867 (0.858, 0.876)"
"4514",0.0176586003924133,0.99989424926127,0.000105750738729871,0.0414746543778802,0.999745490418951,27,624,1502,5900044,0.0291,"0.867 (0.858, 0.876)"
"4515",0.0176586003924133,0.999894418733608,0.000105581266392263,0.0415384615384615,0.999745490462077,27,623,1502,5900045,0.0292,"0.867 (0.858, 0.876)"
"4516",0.0176586003924133,0.999894588205945,0.000105411794054544,0.0416024653312789,0.999745490505203,27,622,1502,5900046,0.0293,"0.867 (0.858, 0.876)"
"4517",0.0176586003924133,0.999895435567634,0.00010456443236595,0.0419254658385093,0.999745490720832,27,617,1502,5900051,0.0294,"0.867 (0.858, 0.876)"
"4518",0.0176586003924133,0.999896113456985,0.000103886543015075,0.0421875,0.999745490893335,27,613,1502,5900055,0.0295,"0.867 (0.858, 0.876)"
"4519",0.0176586003924133,0.999896282929323,0.000103717070677467,0.0422535211267606,0.999745490936461,27,612,1502,5900056,0.0296,"0.867 (0.858, 0.876)"
"4520",0.0176586003924133,0.999896791346336,0.000103208653664311,0.0424528301886792,0.999745491065838,27,609,1502,5900059,0.0297,"0.867 (0.858, 0.876)"
"4521",0.0176586003924133,0.999897299763349,0.000102700236651154,0.042654028436019,0.999745491195215,27,606,1502,5900062,0.0298,"0.867 (0.858, 0.876)"
"4522",0.0176586003924133,0.999897638708024,0.000102361291975717,0.0427892234548336,0.999745491281467,27,604,1502,5900064,0.0299,"0.867 (0.858, 0.876)"
"4523",0.0176586003924133,0.999898316597375,0.000101683402624952,0.0430622009569378,0.999745491453969,27,600,1502,5900068,0.03,"0.867 (0.858, 0.876)"
"4524",0.0176586003924133,0.99990679021426,9.32097857395675e-05,0.0467937608318891,0.999745493610229,27,550,1502,5900118,0.0301,"0.867 (0.858, 0.876)"
"4525",0.0176586003924133,0.999907468103611,9.25318963886923e-05,0.0471204188481675,0.999745493782728,27,546,1502,5900122,0.0302,"0.867 (0.858, 0.876)"
"4526",0.0176586003924133,0.999907807048287,9.21929517132547e-05,0.0472854640980736,0.999745493868978,27,544,1502,5900124,0.0303,"0.867 (0.858, 0.876)"
"4527",0.0176586003924133,0.999908484937638,9.15150623623795e-05,0.0476190476190476,0.999745494041477,27,540,1502,5900128,0.0305,"0.867 (0.858, 0.876)"
"4528",0.0176586003924133,0.999908993354651,9.10066453493341e-05,0.0478723404255319,0.999745494170851,27,537,1502,5900131,0.0306,"0.867 (0.858, 0.876)"
"4529",0.0176586003924133,0.999909332299326,9.06677006738965e-05,0.0480427046263345,0.9997454942571,27,535,1502,5900133,0.0308,"0.867 (0.858, 0.876)"
"4530",0.0176586003924133,0.999910857550365,8.91424496345383e-05,0.0488245931283906,0.999745494645221,27,526,1502,5900142,0.0309,"0.867 (0.858, 0.876)"
"4531",0.0176586003924133,0.999911704912054,8.82950879459443e-05,0.0492700729927007,0.999745494860843,27,521,1502,5900147,0.031,"0.867 (0.858, 0.876)"
"4532",0.0176586003924133,0.999911874384392,8.81256156082255e-05,0.0493601462522852,0.999745494903968,27,520,1502,5900148,0.0311,"0.867 (0.858, 0.876)"
"4533",0.0176586003924133,0.999912382801405,8.76171985951801e-05,0.0496323529411765,0.999745495033341,27,517,1502,5900151,0.0312,"0.867 (0.858, 0.876)"
"4534",0.0176586003924133,0.999912552273743,8.74477262574613e-05,0.0497237569060773,0.999745495076465,27,516,1502,5900152,0.0315,"0.867 (0.858, 0.876)"
"4535",0.0176586003924133,0.999913569107769,8.64308922311485e-05,0.0502793296089385,0.999745495335211,27,510,1502,5900158,0.0316,"0.867 (0.858, 0.876)"
"4536",0.0176586003924133,0.999914585941795,8.54140582049467e-05,0.0508474576271186,0.999745495593956,27,504,1502,5900164,0.0317,"0.867 (0.858, 0.876)"
"4537",0.0176586003924133,0.999914755414133,8.52445858672279e-05,0.0509433962264151,0.99974549563708,27,503,1502,5900165,0.0318,"0.867 (0.858, 0.876)"
"4538",0.0176586003924133,0.99991492488647,8.50751135295091e-05,0.0510396975425331,0.999745495680204,27,502,1502,5900166,0.0319,"0.867 (0.858, 0.876)"
"4539",0.0176586003924133,0.999915263831146,8.47361688540715e-05,0.0512333965844402,0.999745495766453,27,500,1502,5900168,0.032,"0.867 (0.858, 0.876)"
"4540",0.0176586003924133,0.999915772248159,8.42277518410262e-05,0.0515267175572519,0.999745495895825,27,497,1502,5900171,0.0321,"0.867 (0.858, 0.876)"
"4541",0.0176586003924133,0.999915941720497,8.40582795033074e-05,0.0516252390057361,0.999745495938949,27,496,1502,5900172,0.0322,"0.867 (0.858, 0.876)"
"4542",0.0176586003924133,0.999916111192834,8.38888071655886e-05,0.0517241379310345,0.999745495982073,27,495,1502,5900173,0.0323,"0.867 (0.858, 0.876)"
"4543",0.0176586003924133,0.999916280665172,8.37193348278698e-05,0.0518234165067179,0.999745496025197,27,494,1502,5900174,0.0326,"0.867 (0.858, 0.876)"
"4544",0.0176586003924133,0.99991645013751,8.3549862490151e-05,0.0519230769230769,0.999745496068321,27,493,1502,5900175,0.0328,"0.867 (0.858, 0.876)"
"4545",0.0143884892086331,0.999917297499198,8.27025008015569e-05,0.0431372549019608,0.999744649284179,22,488,1507,5900180,0.033,"0.867 (0.858, 0.876)"
"4546",0.0143884892086331,0.999918144860887,8.1855139113074e-05,0.0435643564356436,0.999744649500516,22,483,1507,5900185,0.0331,"0.867 (0.858, 0.876)"
"4547",0.0143884892086331,0.9999186532779,8.13467220999176e-05,0.0438247011952191,0.999744649630318,22,480,1507,5900188,0.0333,"0.867 (0.858, 0.876)"
"4548",0.0143884892086331,0.999918992222576,8.100777742448e-05,0.044,0.999744649716853,22,478,1507,5900190,0.0334,"0.867 (0.858, 0.876)"
"4549",0.0143884892086331,0.99992305955868,7.69404413195618e-05,0.046218487394958,0.999744650755263,22,454,1507,5900214,0.0335,"0.867 (0.858, 0.876)"
"4550",0.0143884892086331,0.999923567975694,7.64320243064054e-05,0.0465116279069767,0.999744650885063,22,451,1507,5900217,0.0336,"0.867 (0.858, 0.876)"
"4551",0.0143884892086331,0.999923737448031,7.62625519686866e-05,0.0466101694915254,0.99974465092833,22,450,1507,5900218,0.0337,"0.867 (0.858, 0.876)"
"4552",0.0143884892086331,0.999924245865044,7.57541349555302e-05,0.046908315565032,0.999744651058131,22,447,1507,5900221,0.0338,"0.867 (0.858, 0.876)"
"4553",0.0143884892086331,0.999924415337382,7.55846626178114e-05,0.047008547008547,0.999744651101398,22,446,1507,5900222,0.034,"0.867 (0.858, 0.876)"
"4554",0.0143884892086331,0.99992458480972,7.54151902802036e-05,0.0471092077087794,0.999744651144664,22,445,1507,5900223,0.0341,"0.867 (0.858, 0.876)"
"4555",0.0143884892086331,0.999925093226733,7.49067732670472e-05,0.0474137931034483,0.999744651274465,22,442,1507,5900226,0.0342,"0.867 (0.858, 0.876)"
"4556",0.0143884892086331,0.999925262699071,7.47373009293284e-05,0.0475161987041037,0.999744651317731,22,441,1507,5900227,0.0343,"0.867 (0.858, 0.876)"
"4557",0.0143884892086331,0.999925601643746,7.43983562538908e-05,0.0477223427331887,0.999744651404265,22,439,1507,5900229,0.0344,"0.867 (0.858, 0.876)"
"4558",0.0143884892086331,0.999926618477772,7.3381522227689e-05,0.0483516483516484,0.999744651663865,22,433,1507,5900235,0.0345,"0.867 (0.858, 0.876)"
"4559",0.0143884892086331,0.999927126894785,7.28731052145326e-05,0.0486725663716814,0.999744651793664,22,430,1507,5900238,0.0346,"0.867 (0.858, 0.876)"
"4560",0.0143884892086331,0.999927465839461,7.2534160539095e-05,0.0488888888888889,0.999744651880197,22,428,1507,5900240,0.0347,"0.867 (0.858, 0.876)"
"4561",0.0143884892086331,0.999927804784136,7.21952158636574e-05,0.0491071428571429,0.999744651966731,22,426,1507,5900242,0.0349,"0.867 (0.858, 0.876)"
"4562",0.0143884892086331,0.999929838452189,7.01615478111428e-05,0.0504587155963303,0.999744652485927,22,414,1507,5900254,0.035,"0.867 (0.858, 0.876)"
"4563",0.0143884892086331,0.999930177396864,6.98226031358162e-05,0.0506912442396313,0.99974465257246,22,412,1507,5900256,0.0351,"0.867 (0.858, 0.876)"
"4564",0.0143884892086331,0.999930346869202,6.96531307980974e-05,0.0508083140877598,0.999744652615726,22,411,1507,5900257,0.0352,"0.867 (0.858, 0.876)"
"4565",0.0143884892086331,0.99993051634154,6.94836584603786e-05,0.0509259259259259,0.999744652658993,22,410,1507,5900258,0.0353,"0.867 (0.858, 0.876)"
"4566",0.0143884892086331,0.999930855286215,6.9144713784941e-05,0.0511627906976744,0.999744652745525,22,408,1507,5900260,0.0354,"0.867 (0.858, 0.876)"
"4567",0.013734466971877,0.99993119423089,6.88057691095034e-05,0.0491803278688525,0.999744483434631,21,406,1508,5900262,0.0355,"0.867 (0.858, 0.876)"
"4568",0.00981033355134074,0.999931363703228,6.86362967717846e-05,0.0357142857142857,0.999743467094741,15,405,1514,5900263,0.0356,"0.867 (0.858, 0.876)"
"4569",0.00981033355134074,0.999931872120241,6.81278797587392e-05,0.0359712230215827,0.999743467225142,15,402,1514,5900266,0.0357,"0.867 (0.858, 0.876)"
"4570",0.00981033355134074,0.999932041592579,6.79584074210204e-05,0.0360576923076923,0.999743467268609,15,401,1514,5900267,0.0358,"0.867 (0.858, 0.876)"
"4571",0.00981033355134074,0.999932211064917,6.77889350833016e-05,0.036144578313253,0.999743467312076,15,400,1514,5900268,0.0359,"0.867 (0.858, 0.876)"
"4572",0.00981033355134074,0.999932550009592,6.7449990407864e-05,0.036319612590799,0.99974346739901,15,398,1514,5900270,0.036,"0.867 (0.858, 0.876)"
"4573",0.00981033355134074,0.999936617345697,6.33826543028349e-05,0.038560411311054,0.999743468442213,15,374,1514,5900294,0.0361,"0.867 (0.858, 0.876)"
"4574",0.00981033355134074,0.999936786818035,6.3213181965116e-05,0.038659793814433,0.99974346848568,15,373,1514,5900295,0.0362,"0.867 (0.858, 0.876)"
